x,y,type
441.665,307.821,comb
181.542,293.802,comb
302.448,248.425,comb
294.934,194.489,comb
208.804,220.813,comb
368.811,158.457,comb
456.716,181.864,comb
453.897,455.326,comb
306.558,365.616,comb
474.155,342.231,comb
429.197,247.767,comb
420.402,145.859,comb
348.767,195.342,comb
268.97,263.198,comb
489.668,401.563,comb
546.066,478.206,comb
428.724,227.948,comb
482.335,352.457,comb
502.519,182.893,comb
322.274,243.927,comb
113.425,131.68,comb
104.073,376.128,comb
341.518,408.565,comb
483.806,422.389,comb
253.261,504.343,comb
311.978,196.369,comb
224.003,261.737,comb
426.385,123.593,comb
465.006,250.779,comb
290.08,440.761,comb
127.695,288.924,comb
217.801,377.413,comb
301.528,426.473,comb
201.667,291.386,comb
401.223,501.862,comb
405.409,384.512,comb
499.072,245.983,comb
166.617,312.339,comb
399.946,386.454,comb
372.445,283.88,comb
421.426,320.31,comb
285.67,257.476,comb
138.18,100.067,comb
203.176,451.155,comb
365.98,459.184,comb
387.049,410.75,comb
221.476,236.914,comb
407.524,169.338,comb
385.034,224.973,comb
137.742,210.493,comb
181.779,241.068,comb
409.243,354.566,comb
199.658,131.086,comb
256.737,485.673,comb
336.152,415.897,comb
256.794,221.462,comb
490.474,461.203,comb
217.74,473.663,comb
499.232,253.089,comb
385.949,392.077,comb
450.414,383.652,comb
310.258,129.236,comb
127.317,161.912,comb
215.237,378.321,comb
259.432,164.056,comb
503.536,287.704,comb
178.791,220.4,comb
308.138,440.804,comb
279.364,504.364,comb
349.33,341.931,comb
400.53,385.22,comb
452.87,158.472,comb
173.356,474.426,comb
364.743,214.03,comb
378.682,444.673,comb
204.764,230.445,comb
110.305,258.885,comb
335.985,126.575,comb
246.361,456.362,comb
262.629,354.325,comb
343.271,271.888,comb
338.802,347.658,comb
305.646,360.144,comb
476.736,434.59,comb
487.351,293.587,comb
260.847,276.778,comb
317.709,223.842,comb
460.894,368.005,comb
271.296,205.556,comb
489.1,397.019,comb
116.864,326.886,comb
296.093,211.9,comb
335.551,457.936,comb
275.777,210.654,comb
292.767,390.823,comb
407.799,446.372,comb
473.435,124.929,comb
185.577,187.171,comb
248.177,167.076,comb
189.657,432.325,comb
317.078,149.814,comb
463.097,152.021,comb
208.868,143.559,comb
163.9,174.176,comb
205.709,471.93,comb
471.766,296.714,comb
154.265,340.708,comb
329.851,243.231,comb
501.273,398.416,comb
230.697,196.634,comb
334.254,235.805,comb
194.094,239.976,comb
280.653,390.487,comb
102.525,454.508,comb
322.472,126.094,comb
127.801,376.204,comb
354.412,381.265,comb
222.781,118.427,comb
149.22,399.814,comb
123.107,372.028,comb
186.609,543.866,comb
464.782,407.985,comb
261.602,296.907,comb
454.579,290.409,comb
372.825,345.359,comb
258.174,362.985,comb
218.318,452.167,comb
129.554,383.231,comb
268.464,207.183,comb
288.555,243.6,comb
363.896,208.988,comb
141.469,320.524,comb
238.778,143.489,comb
225.136,470.666,comb
316.443,269.274,comb
232.508,470.585,comb
516.414,200.332,comb
244.862,282.689,comb
285.81,258.722,comb
402.102,345.203,comb
295.974,255.46,comb
311.85,293.085,comb
243.535,472.842,comb
375.661,421.473,comb
145.855,216.607,comb
508.315,504.526,comb
513.808,472.59,comb
155.917,333.773,comb
470.381,121.705,comb
233.413,356.072,comb
471.472,220.917,comb
495.719,178.537,comb
472.748,204.218,comb
458.39,237.385,comb
422.447,237.82,comb
209.789,254.236,comb
243.551,215.852,comb
139.569,267.278,comb
407.402,261.032,comb
179.312,474.931,comb
439.833,470.735,comb
139.084,145.013,comb
360.93,186.074,comb
463.848,454.72,comb
395.342,333.094,comb
275.883,270.53,comb
433.775,460.615,comb
372.803,281.993,comb
459.312,369.643,comb
334.91,324.234,comb
330.414,223.716,comb
469.461,235.841,comb
435.952,473.817,comb
288.797,535.191,comb
316.985,305.85,comb
330.558,310.648,comb
368.432,243.432,comb
390.256,186.268,comb
201.402,379.027,comb
288.753,124.014,comb
284.66,444.871,comb
209.627,379.366,comb
164.849,394.932,comb
121.007,462.403,comb
282.32,311.738,comb
389.364,145.545,comb
393.438,214.819,comb
387.578,470.612,comb
455.225,213.516,comb
338.26,211.938,comb
248.44,329.268,comb
459.154,400.299,comb
373.375,419.168,comb
215.204,272.793,comb
250.314,490.134,comb
298.695,222.315,comb
165.704,157.722,comb
445.821,217.466,comb
279.854,483.503,comb
243.07,430.306,comb
233.168,238.123,comb
302.995,172.244,comb
406.146,259.039,comb
212.511,299.278,comb
469.912,312.22,comb
347.377,326.003,comb
126.518,404.995,comb
138.2,410.788,comb
381.413,141.527,comb
188.605,148.718,comb
207.651,148.176,comb
332.987,452.249,comb
373.001,238.634,comb
169.548,206.386,comb
191.409,496.725,comb
406.559,202.173,comb
261.711,256.744,comb
233.232,312.316,comb
217.613,88.2804,comb
417.845,415.621,comb
486.924,210.073,comb
178.048,372.081,comb
168.79,331.21,comb
272.424,299.073,comb
217.826,349.555,comb
196.282,150.18,comb
381.058,238.187,comb
502.8,319.592,comb
398.673,505,comb
177.175,474.545,comb
200.599,210.423,comb
361.27,236.66,comb
279.099,431.865,comb
358.635,405.556,comb
402.642,492.538,comb
121.227,269.573,comb
252.428,399.39,comb
204.877,375.915,comb
122.525,275.013,comb
428.836,336.833,comb
326.9,346.461,comb
423.301,196.032,comb
492.037,165.45,comb
490.39,248.308,comb
421.238,438.835,comb
270.196,179.575,comb
132.123,404.18,comb
352.295,403.229,comb
483.654,446.238,comb
239.621,151.647,comb
299.007,238.711,comb
455.071,412.852,comb
326.169,410.874,comb
137.986,265.484,comb
423.066,286.18,comb
191.63,177.226,comb
152.608,234.838,comb
197.822,274.131,comb
318.207,408.247,comb
440.023,135.797,comb
193.016,507.326,comb
189.47,431.944,comb
318.405,126.037,comb
403.553,192.826,comb
130.467,423.632,comb
313.655,119.414,comb
194.799,371.129,comb
186.073,207.588,comb
324.539,243.347,comb
136.113,124.676,comb
450.16,348.354,comb
478.286,327.662,comb
141.212,184.279,comb
454.877,269.531,comb
171.544,371.449,comb
387.751,295.981,comb
211.806,286.165,comb
340.329,281.994,comb
343.258,442.448,comb
292.504,313.142,comb
252.354,378.387,comb
240.242,286.537,comb
361.265,176.416,comb
400.295,412.63,comb
195.387,457.304,comb
314.831,359.181,comb
434.618,159.301,comb
220.984,421.955,comb
110.656,192.949,comb
135.87,165.848,comb
423.248,209.651,comb
459.904,477.369,comb
220.121,452.135,comb
356.235,206.164,comb
139.915,294.458,comb
219.877,405.818,comb
257.447,239.652,comb
200.053,387.203,comb
405.294,260.798,comb
487.309,198.54,comb
294.514,419.675,comb
375.447,483.088,comb
294.267,222.63,comb
298.893,320.777,comb
170.725,333.771,comb
236.761,436.247,comb
222.712,167.096,comb
115.883,256.574,comb
314.072,432.656,comb
156.53,236.795,comb
381.938,296.597,comb
141.14,339.121,comb
460.608,443.477,comb
194.409,119.728,comb
291.821,278.753,comb
404.917,336.48,comb
280.884,172.397,comb
254.866,286.228,comb
176.233,194.205,comb
398.984,213.176,comb
490.328,330.162,comb
326.777,242.961,comb
186.482,262.662,comb
458.762,308.918,comb
143.794,158.528,comb
287.822,182.87,comb
253.071,492.447,comb
161.61,227.256,comb
100.213,120.684,comb
428.726,151.526,comb
91.5888,471.707,comb
321.322,271.806,comb
179.256,241.751,comb
109.949,268.394,comb
470.134,242.98,comb
396.379,289.697,comb
213.972,167.808,comb
220.018,421.61,comb
421.395,328.421,comb
284.768,298.618,comb
290.975,284.094,comb
283.903,509.246,comb
393.092,302.654,comb
516.002,194.806,comb
473.718,275.772,comb
461.206,167.723,comb
185.351,172.83,comb
144.55,432.776,comb
456.148,415.283,comb
357.926,199.051,comb
317.81,307.884,comb
454.427,460.391,comb
297.381,301.82,comb
125.617,245.404,comb
142.266,304.08,comb
229.746,427.352,comb
383.911,100.408,comb
415.919,209.892,comb
357.739,262.556,comb
169.243,209.039,comb
211.798,254.06,comb
237.71,342.348,comb
187.367,266.603,comb
528.059,262.398,comb
240.557,308.397,comb
518.517,139.244,comb
225.421,340.811,comb
442.096,341.496,comb
460.611,245.885,comb
329.401,274.114,comb
443.164,493.18,comb
410.683,439.422,comb
224.997,432.183,comb
315.404,177.875,comb
357.874,240.849,comb
323.56,241.314,comb
352.77,293.49,comb
281.391,213.55,comb
321.286,414.158,comb
205.675,387.721,comb
480.285,479.329,comb
409.657,162.296,comb
171.443,350.596,comb
124.884,170.089,comb
174.311,373.9,comb
344.917,340.03,comb
463.492,305.682,comb
394.258,322.648,comb
118.697,329.802,comb
381.605,298.938,comb
445.314,159.803,comb
483.911,236.856,comb
303.68,288.837,comb
304.448,163.935,comb
318.249,211.277,comb
125.016,299.11,comb
503.612,451.452,comb
483.433,322.316,comb
495.856,370.066,comb
127.779,166.615,comb
206.099,470.763,comb
160.214,181.579,comb
292.117,344.193,comb
316.841,154.232,comb
174.382,532.817,comb
354.721,220.999,comb
314.568,155.836,comb
486.026,292.002,comb
333.255,241.067,comb
282.329,213.165,comb
361.566,244.128,comb
180.971,408.015,comb
208.936,412.574,comb
303.775,280.171,comb
247.598,203.498,comb
253.58,443.345,comb
476.434,381.538,comb
442.654,487.608,comb
490.093,299.554,comb
182.779,501.482,comb
345.96,501.205,comb
488.649,128.418,comb
153.656,443.697,comb
348.776,468.82,comb
179.258,475.039,comb
290.63,275.999,comb
406.972,419.01,comb
381.664,271.359,comb
478.823,205.888,comb
288.301,327.086,comb
370.032,239.761,comb
302.29,420.355,comb
337.052,188.669,comb
196.634,402.423,comb
176.833,357.088,comb
221.005,385.534,comb
176.677,460.942,comb
470.707,425.748,comb
369.489,434.739,comb
190.483,340.544,comb
157.753,491.778,comb
270.3,379.672,comb
256.394,302.395,comb
175.402,347.747,comb
320.098,163.474,comb
256.759,488.477,comb
337.514,218.306,comb
496.834,131.418,comb
392.328,410.957,comb
262.249,341.818,comb
402.067,395.745,comb
345.25,271.023,comb
460.57,170.566,comb
429.88,172.537,comb
401.872,483.295,comb
412.65,468.293,comb
210.439,504.32,comb
206.343,309.652,comb
431.622,389.693,comb
404.788,246.739,comb
217.199,426.857,comb
351.631,408.815,comb
415.884,470.742,comb
262.966,138.597,comb
195.679,480.891,comb
358.771,436.801,comb
405.893,307.673,comb
206.346,232.503,comb
401.663,489.008,comb
228.909,287.257,comb
145.374,204.373,comb
188.979,449.047,comb
390.983,205.628,comb
516.663,304.136,comb
163.849,420.097,comb
372.637,182.263,comb
301.465,279.765,comb
384.278,296.886,comb
345.446,346.961,comb
104.644,251.404,comb
376.933,429.456,comb
182.52,127.92,comb
450.531,511.498,comb
288.216,265.855,comb
381.115,412.323,comb
187.939,384.087,comb
179.61,296.476,comb
149.317,389.356,comb
289.317,304.03,comb
161.539,401.998,comb
169.129,134.893,comb
133.227,371.732,comb
347.115,155.21,comb
441.463,215.627,comb
342.622,227.776,comb
431.668,274.993,comb
299.761,381.712,comb
95.7014,227.093,comb
142.29,163.074,comb
313.055,263.902,comb
254.983,465.069,comb
364.198,327.568,comb
432.569,368.968,comb
204.596,191.469,comb
183.139,498.039,comb
388.811,150.758,comb
407.984,375.073,comb
487.082,211.477,comb
419.8,452.52,comb
278.256,150.251,comb
184.947,152.766,comb
378.388,380.079,comb
432.771,456.16,comb
157.908,496.875,comb
456.828,191.18,comb
374.733,386.996,comb
439.435,458.42,comb
352.346,430.582,comb
442.025,462.631,comb
207.086,321.603,comb
190.453,294.159,comb
371.201,394.932,comb
121.616,352.525,comb
266.454,283.399,comb
461.874,347.415,comb
173.913,238.974,comb
405.859,370.77,comb
180.672,410.582,comb
314.245,369.521,comb
143.952,157.415,comb
305.169,264.47,comb
255.551,400.963,comb
445.765,268.275,comb
164.349,244.774,comb
482.385,151.113,comb
233.269,211.52,comb
441.612,331.791,comb
363.084,513.091,comb
195.863,396.281,comb
193.109,248.675,comb
107.565,120.723,comb
154.963,222.06,comb
266.706,318.584,comb
154.717,128.306,comb
457.722,284.678,comb
466.466,295.5,comb
333.505,309.923,comb
289.524,340.244,comb
148.256,417.778,comb
122.619,383.82,comb
147.717,249.643,comb
158.884,333.73,comb
362.74,259.035,comb
108.908,449.375,comb
210.632,483.013,comb
179.254,334.247,comb
180.402,424.08,comb
220.513,191.527,comb
155.724,459.3,comb
476.915,417.955,comb
311.472,325.924,comb
413.03,131.528,comb
389.519,166.043,comb
324.097,237.417,comb
490.887,403.415,comb
157.769,361.498,comb
210.756,234.788,comb
192.176,378.971,comb
262.769,415.609,comb
418.403,473.177,comb
368.817,208.779,comb
286.082,158.278,comb
312.811,495.566,comb
504.956,458.368,comb
484.091,468.504,comb
406.326,211.395,comb
142.386,248.339,comb
250.579,263.433,comb
422.489,369.17,comb
374.981,126.198,comb
202.768,330.993,comb
476.82,249.37,comb
453.032,267.081,comb
452.599,508.035,comb
277.054,203.938,comb
358.865,229.48,comb
438.964,291.3,comb
340.888,356.173,comb
371.911,150.926,comb
428.985,401.75,comb
502.141,502.181,comb
203.04,181.608,comb
229.254,473.508,comb
386.671,403.325,comb
478.348,173.644,comb
471.788,340.248,comb
233.622,206.395,comb
361.36,279.363,comb
368.007,144.492,comb
243.895,182.145,comb
300.381,356.01,comb
241.052,207.12,comb
146.051,346.246,comb
228.342,320.273,comb
229.254,377.883,comb
337.939,213.355,comb
488.342,202.958,comb
333.977,111.229,comb
201.168,475.517,comb
469.301,335.579,comb
259.993,199.992,comb
475.096,162.339,comb
217.205,299.579,comb
149.384,163.425,comb
269.278,456.716,comb
309.386,446.054,comb
409.917,456.454,comb
219.678,348.472,comb
302.055,448.323,comb
186.022,197.051,comb
233.344,403.212,comb
119.649,150.122,comb
285.561,238.807,comb
413.456,411.857,comb
326.749,331.241,comb
475.597,413.84,comb
401.73,223.41,comb
258.328,343.453,comb
219.407,407.13,comb
472.279,367.908,comb
124.833,224.591,comb
259.63,256.748,comb
240.045,483.282,comb
212.119,329.644,comb
230.497,377.044,comb
387.657,428.608,comb
125.802,250.654,comb
465.595,164.159,comb
388.576,375.013,comb
371.989,303.639,comb
282.539,357.198,comb
437.735,219.031,comb
435.538,387.667,comb
472.454,178.051,comb
149.732,371.245,comb
284.862,231.866,comb
263.776,233.384,comb
398.184,260.32,comb
418.893,342.828,comb
485.279,451.103,comb
196.371,180.069,comb
217.75,414.272,comb
234.835,186.288,comb
419.073,67.3157,comb
449.437,340.388,comb
231.759,392.818,comb
163.77,473.093,comb
416.259,402.36,comb
334.985,203.562,comb
246.325,439.473,comb
299.164,197.016,comb
494.663,341.611,comb
225.167,164.674,comb
315.971,326.885,comb
217.014,354.973,comb
486.366,194.269,comb
249.597,364.828,comb
422.088,381.367,comb
305.19,213.899,comb
452.257,429.156,comb
462.829,298.325,comb
510.848,327.908,comb
477.417,298.314,comb
455.423,272.448,comb
500.288,388.54,comb
214.191,200.227,comb
315.68,176.813,comb
249.807,127.463,comb
302.088,128.481,comb
386.983,426.554,comb
159.737,347.597,comb
175.851,394.391,comb
528.251,359.801,comb
409.422,517.504,comb
382.59,269.186,comb
514.798,192.928,comb
283.003,452.405,comb
427.547,167.737,comb
461.725,325.252,comb
219.989,481.918,comb
463.179,236.598,comb
182.371,469.396,comb
203.746,262.661,comb
246.833,336.89,comb
416.509,315.573,comb
318.169,364.44,comb
117.293,222.719,comb
273.365,496.564,comb
476.559,367.786,comb
457.659,310.301,comb
505.391,320.9,comb
139.679,245.857,comb
271.753,379.07,comb
310.962,409.911,comb
427.451,199.593,comb
425.598,448.588,comb
432.674,448.308,comb
266.715,465.301,comb
384.566,477.669,comb
339.081,427.548,comb
126.449,188.064,comb
129.538,337.557,comb
151.959,291.22,comb
323.285,255.115,comb
354.658,444.707,comb
382.314,361.567,comb
133.692,227.405,comb
451.063,497.991,comb
464.672,445.83,comb
414.075,343.769,comb
364.567,316.414,comb
446.961,348.137,comb
423.341,272.57,comb
215.964,191.883,comb
491.159,402.568,comb
392.066,108.679,comb
330.906,291.31,comb
141.192,85.5112,comb
441.036,140.434,comb
158.892,285.169,comb
479.539,210.292,comb
410.405,177.59,comb
393.64,412.928,comb
351.261,470.326,comb
211.182,339.023,comb
131.077,445.945,comb
217.065,222.367,comb
315.103,191.241,comb
174.161,426.201,comb
390.134,389.595,comb
153.608,321.302,comb
304.222,497.804,comb
404.918,286.323,comb
474.083,191.745,comb
336.954,328.189,comb
233.454,241.342,comb
357.396,151.003,comb
157.382,365.83,comb
177.637,313.625,comb
216.8,424.147,comb
452.843,220.547,comb
293.522,373.911,comb
159.587,381.687,comb
416.759,435.248,comb
188.705,443.784,comb
205.96,168.963,comb
401.168,326.085,comb
274.942,216.795,comb
466.31,312.932,comb
192.054,368,comb
225.109,290.278,comb
417.97,143.279,comb
236.159,247.496,comb
208.657,464.448,comb
133.334,243.768,comb
295.199,276.115,comb
263.691,470.822,comb
394.045,231.438,comb
238.199,146.953,comb
358.54,286.715,comb
469.809,232.333,comb
345.666,409.877,comb
145.15,419.151,comb
303.533,357.531,comb
337.204,103.16,comb
280.552,260.096,comb
420.698,442.122,comb
424.293,275.872,comb
282.837,285.569,comb
259.998,379.399,comb
206.058,116.072,comb
265.914,481.72,comb
111.367,424.657,comb
428.334,377.811,comb
120.113,323.265,comb
137.347,281.496,comb
444.065,280.801,comb
288.244,375.43,comb
183.978,145.086,comb
441.082,528.075,comb
417.356,250.726,comb
214.737,101.922,comb
300.857,199.045,comb
474.635,438.775,comb
233.209,277.815,comb
360.847,277.115,comb
140.33,370.054,comb
358.425,364.835,comb
406.857,213.619,comb
235.935,464.26,comb
448.648,206.871,comb
359.212,323.862,comb
189.944,182.064,comb
233.436,130.803,comb
477.386,171.579,comb
390.898,281.842,comb
230.965,378.281,comb
408.705,277.51,comb
393.855,387.284,comb
232.406,150.703,comb
347.934,150.451,comb
390.42,417.086,comb
455.417,498.753,comb
228.181,290.597,comb
415.339,384.601,comb
326.424,186.128,comb
428.343,456.191,comb
283.848,142.657,comb
441.206,146.643,comb
480.133,361.386,comb
375.468,320.576,comb
348.034,178.89,comb
452.29,358.952,comb
336.616,177.811,comb
175.549,176.261,comb
483.69,207.712,comb
371.361,256.535,comb
128.644,312.482,comb
462.55,401.754,comb
444.265,305.089,comb
116.513,361.577,comb
446.561,470.149,comb
114.891,261.662,comb
393.442,186.307,comb
429.951,232.268,comb
348.946,216.119,comb
317.009,370.051,comb
322.401,177.418,comb
429.374,456.489,comb
120.196,136.093,comb
127.971,496.174,comb
481.696,156.001,comb
430.681,167.989,comb
377.815,449.151,comb
219.832,475.021,comb
248.078,395.143,comb
330.722,461.599,comb
252.62,230.58,comb
404.703,227.456,comb
235.985,277.684,comb
236.056,229.493,comb
191.84,262.743,comb
362.311,447.433,comb
454.948,337.574,comb
271.324,360.906,comb
474.958,402.776,comb
287.695,470.664,comb
263.343,257.56,comb
409.093,494.13,comb
244.682,206.43,comb
211.623,306.547,comb
444.274,273.263,comb
198.618,305.842,comb
501.802,389.263,comb
266.866,376.185,comb
191.254,489.03,comb
455.621,456.196,comb
374.734,373.636,comb
185.062,381.208,comb
283.542,347.862,comb
451.432,234.202,comb
150.4,441.926,comb
410.804,521.33,comb
486.955,450.393,comb
449.632,150.144,comb
310.237,326.661,comb
308.39,205.579,comb
439.015,388.8,comb
479.612,452.394,comb
391.778,266.108,comb
460.411,518.439,comb
303.209,155.746,comb
483.473,442.981,comb
479.469,359.838,comb
205.269,398.231,comb
155.037,148.819,comb
323.949,416.799,comb
170.793,146.776,comb
362.956,361.135,comb
306.02,181.551,comb
230.923,471.142,comb
417.948,477.422,comb
266.845,370.71,comb
284.646,356.751,comb
207.055,353.101,comb
219.709,384.948,comb
271.557,456.547,comb
297.73,369.748,comb
154.401,254.851,comb
190.07,416.096,comb
363.418,311.603,comb
356.565,471.644,comb
226.981,245.28,comb
137.52,299.125,comb
214.31,289.021,comb
276.094,391.372,comb
266.001,120.796,comb
110.527,301.31,comb
217.501,92.9719,comb
495.508,383.244,comb
163.848,439.144,comb
454.186,102.136,comb
415.503,472.951,comb
349.334,478.086,comb
134.071,196.652,comb
338.748,410.649,comb
372.506,365.148,comb
325.765,343.057,comb
200.691,507.519,comb
412.426,393.476,comb
472.295,231.688,comb
200.639,436.593,comb
226.687,434.503,comb
233.535,344.719,comb
459.045,482.87,comb
404.809,202.154,comb
270.536,171.675,comb
333.049,393.062,comb
391.391,423.956,comb
172.976,206.562,comb
206.057,484.288,comb
414.616,141.105,comb
226.271,397.929,comb
175.096,203.256,comb
475.302,388.356,comb
238.573,467.395,comb
440.19,282.226,comb
420.577,139.21,comb
321.968,227.996,comb
442.933,189.241,comb
301.303,373.911,comb
448.425,434.892,comb
151.086,121.091,comb
440.38,491.593,comb
364.272,473.356,comb
272.083,476.068,comb
444.85,383.076,comb
308.251,314.748,comb
452.436,223.65,comb
121.744,201.731,comb
475.491,174.994,comb
395.9,470.272,comb
389.506,396.311,comb
302.014,488.682,comb
334.481,503.632,comb
253.419,269.001,comb
212.906,284.677,comb
270.143,404.922,comb
434.411,161.052,comb
464.019,306.814,comb
320.385,430.228,comb
166.528,258.122,comb
306.976,220.045,comb
164.203,352.72,comb
125.01,380.934,comb
152.882,424.693,comb
491.146,313.316,comb
363.956,480.146,comb
226.942,253.567,comb
285.908,282.319,comb
307.835,300.752,comb
360.145,354.312,comb
178.613,475.038,comb
274.297,355.781,comb
331.689,448.991,comb
174.409,271.191,comb
475.657,215.964,comb
163.018,211.846,comb
257.39,369.868,comb
265.608,352.608,comb
186.337,269.48,comb
279.684,312.736,comb
506.915,410.499,comb
441.886,431.309,comb
465.506,206.172,comb
306.379,434.101,comb
376.312,140.684,comb
416.183,387.747,comb
178.604,275.991,comb
411.253,251.45,comb
424.507,189.071,comb
196.531,305.95,comb
322.414,286.333,comb
172.53,281.686,comb
446.88,481.465,comb
409.305,435.779,comb
192.811,218.37,comb
301.845,454.248,comb
470.293,299.418,comb
313.594,138.111,comb
193.666,441.481,comb
436.363,363.348,comb
347.441,157.228,comb
377.58,367,comb
134.649,293.277,comb
339.423,291.825,comb
223.144,119.333,comb
196.533,167.495,comb
247.509,497.329,comb
392.416,308.909,comb
319.122,176.139,comb
194.746,185.266,comb
494.763,135.212,comb
479.113,393.901,comb
186.986,457.219,comb
309.302,131.751,comb
195.655,346.751,comb
211.511,173.528,comb
121.517,242.335,comb
161.312,283.677,comb
383.45,237.695,comb
416.344,236.826,comb
235.545,401.663,comb
224.227,351.086,comb
451.376,343.945,comb
376.933,261.593,comb
132.847,391.253,comb
492.619,463.2,comb
285.81,375.511,comb
309.67,441.463,comb
247.648,312.813,comb
180.905,222.177,comb
290.94,446.83,comb
331.765,274.93,comb
365.112,449.998,comb
328.128,263.714,comb
170.397,204.867,comb
454.77,182.418,comb
145.851,180.249,comb
297.988,288.065,comb
318.496,305.435,comb
185.709,392.545,comb
159.625,472.689,comb
490.534,159.957,comb
513.929,217.227,comb
309.969,463.842,comb
303.499,404.315,comb
116.667,406.319,comb
470.175,103.008,comb
391.95,149.094,comb
381.509,99.0022,comb
360.514,284.296,comb
405.077,428.771,comb
213.501,468.019,comb
333.152,227.361,comb
290.461,337.201,comb
276.738,343.294,comb
267.383,380.445,comb
231.408,483.662,comb
353.576,159.35,comb
472.252,295.067,comb
365.933,199.282,comb
302.921,476.968,comb
268.535,269.879,comb
142.105,454.697,comb
463.104,323.291,comb
196.817,432.102,comb
198.364,350.484,comb
200.567,477.61,comb
482.029,426.417,comb
394.694,258.247,comb
462.166,207.394,comb
121.338,358.443,comb
152.379,399.603,comb
249.446,434.349,comb
109.506,372.77,comb
256.31,181.964,comb
221.626,439.011,comb
462.478,296.673,comb
313.735,507.436,comb
437.248,283.249,comb
396.528,211.663,comb
158.31,236.012,comb
229.938,132.264,comb
334.562,232.595,comb
269.703,474.42,comb
463.308,315.815,comb
242.422,257.187,comb
193.115,498.945,comb
183.142,497.58,comb
203.223,232.219,comb
216.234,314.592,comb
181.567,187.119,comb
149.265,253.052,comb
319.622,398.312,comb
293.232,195.606,comb
309.704,312.423,comb
325.401,380.191,comb
216.41,356.95,comb
348.933,387.331,comb
109.252,495.969,comb
331.654,233.48,comb
96.1677,235.483,comb
414.206,294.214,comb
182.165,212.193,comb
198.418,328.777,comb
479.127,349.842,comb
399.287,471.19,comb
270.88,390.044,comb
397.711,390.935,comb
122.96,170.87,comb
308.405,484.635,comb
162.296,342.931,comb
180.821,354.142,comb
390.799,459.231,comb
335.371,223.061,comb
224.692,287.201,comb
365.105,175.666,comb
453.75,470.061,comb
191.111,272.078,comb
190.151,270.404,comb
205.446,237.302,comb
406.074,385.554,comb
232.876,369.797,comb
325.232,336.586,comb
405.73,468.678,comb
238.793,239.191,comb
339.902,476.709,comb
135.324,450.087,comb
287.988,420.337,comb
468.069,234.468,comb
420.374,244.897,comb
318.807,383.563,comb
159.485,386.671,comb
113.717,447.797,comb
308.635,228.496,comb
302.626,419.898,comb
477.414,291.553,comb
197.002,239.942,comb
487.033,471.629,comb
480.012,463.749,comb
240.228,404.876,comb
217.179,479.393,comb
337.834,339.342,comb
146.97,342.883,comb
470.789,471.273,comb
480.171,422.36,comb
175.945,399.747,comb
279.398,433.666,comb
163.029,418.02,comb
328.128,321.237,comb
469.487,288.297,comb
145.647,482.667,comb
175.7,144.951,comb
270.985,305.952,comb
345.575,517.465,comb
236.323,481.7,comb
310.053,210.035,comb
392.145,272.85,comb
440.643,136.037,comb
471.183,282.533,comb
300.399,292.656,comb
387.33,128.778,comb
140.254,283.87,comb
320.062,226.755,comb
358.904,485.909,comb
422.472,340.267,comb
324.367,469.138,comb
282.765,396.504,comb
419.216,448.908,comb
270.505,104.07,comb
349.695,295.574,comb
214.412,204.266,comb
145.892,194.215,comb
208.002,243.9,comb
459.642,375.17,comb
169.75,429.888,comb
412.009,386.084,comb
480.25,305.974,comb
483.421,465.493,comb
392.577,123.136,comb
367.038,301.461,comb
325.503,473.424,comb
265.629,135.328,comb
160.497,151.154,comb
175.908,192.7,comb
146.907,184.853,comb
316.107,177.715,comb
298.133,394.659,comb
221.018,298.287,comb
312.445,173.628,comb
90.655,500.134,comb
281.164,355.242,comb
242.726,490.493,comb
435.339,359.719,comb
498.195,264.068,comb
408.961,401.172,comb
342.677,149.461,comb
225.286,128.463,comb
116.639,354.957,comb
346.122,401.367,comb
419.262,283.226,comb
287.246,219.18,comb
290.83,320.479,comb
184.645,177.891,comb
334.349,306.34,comb
513.987,167.994,comb
425.557,230.28,comb
444.532,342.348,comb
193.173,311.488,comb
251.278,468.18,comb
165.09,262.525,comb
144.318,312.237,comb
244.03,287.744,comb
296.603,470.652,comb
473.517,183.319,comb
159.069,173.749,comb
438.159,382.1,comb
267.164,384.553,comb
252.278,392.305,comb
240.056,480.749,comb
302.792,180.498,comb
177.377,359.768,comb
216.396,117.171,comb
299.284,336.095,comb
206.205,179.623,comb
263.38,379.833,comb
418.096,360.044,comb
172.815,314.224,comb
378.14,408.962,comb
432.07,160.29,comb
291.914,499.957,comb
256.399,476.67,comb
352.149,278.663,comb
400.522,366.65,comb
197.337,309.296,comb
458.378,355.845,comb
399.681,261.711,comb
266.247,338.21,comb
252.913,231.979,comb
121.79,395.245,comb
131.683,351.743,comb
202.718,421.384,comb
248.034,219.423,comb
283.208,324.599,comb
471.985,422.929,comb
388.068,420.052,comb
338.082,209.013,comb
244.491,140.041,comb
304.744,187.927,comb
131.836,148.358,comb
439.029,232.381,comb
411.649,214.417,comb
147.918,261.631,comb
414.109,208.247,comb
384.047,139.56,comb
189.086,453.311,comb
373.491,349.691,comb
397.772,385.494,comb
367.299,121.091,comb
156.879,169.969,comb
115.734,318,comb
440.716,317.715,comb
191.249,426.894,comb
499.891,213.42,comb
293.643,478.723,comb
154.275,413.724,comb
319.14,383.84,comb
199.607,227.6,comb
144.767,247.377,comb
435.481,159.143,comb
197.26,137.702,comb
